questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
personNoSchoolTripReason,Select,TRUE,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noSchoolTripReason,Raison pour laquelle {{nickname}} n’a pas effectué de déplacement pour les études le {{journeyDate}}?,Reason {{nickname}} did not travel for {{gender: his/her/their/their}} studies on {{journeyDate}},Raison pour laquelle vous n'avez pas effectué de déplacement pour les études le {{journeyDate}}?,Reason you did not travel for your studies on {{journeyDate}},customLabels={{personNoSchoolTripReasonCustomLabel}},,hasSchoolLocationNotSetConditional,requiredValidation,noSchoolTripReasonChoices,,,,,,,,,
buttonTravelBehaviorConfirmNextSection,NextButton,TRUE,travelBehavior,,travelBehavior.save,Continuer,Continue,,,,,,,,,,,,,,,,
toddlerDaycare,Radio,TRUE,omissions,,omissions.toddlerDaycare,Est-ce qu’au moins un de vos enfants ont fréquenté un lieu de garde (garderie ou CPE) le {{assignedDate}}? ,Did at least one of your children attend a childcare center (daycare or CPE) on {{assignedDate}}?,"Est-ce que {{childname}} ($t(survey:age, {""count"": {{age}} })) a fréquenté un lieu de garde (garderie ou CPE) le {{assignedDate}}? ","Did {{childname}} ($t(survey:age, {""count"": {{age}} })) attend a childcare center (daycare or CPE) on {{assignedDate}}?",customLabels={{toddlerDaycareCustomLabel}},,toddlerDaycareCustomConditional,,yesNo,toddlerDaycareHelpPopup,,,1,,,,,"Adapter la phrase si un seul enfant de 0-4ans avec le nickname et age. 
Pour les conditions SI EP garderie ET au moins un enfant de 0-4ans ET aucun dép. reconduire/aller chercher à une garderie/CPE (shp)"
toddlerDaycareDropoff,Checkbox,TRUE,omissions,,omissions.toddlerDaycareDropoff,Qui a reconduit vos enfants à leur lieu de garde?,Who dropped off your children at their childcare center?,"Qui a reconduit {{childname}} ($t(survey:age, {""count"": {{age}} })) à son lieu de garde?","Who dropped off {{childname}} ($t(survey:age, {""count"": {{age}} })) at the childcare center",customLabels={{toddlerDaycareDropoffCustomLabel}},,toddlerDaycareConditional,,person14PlusAndOtherCustomChoices,,,,TRUE,,,,,"Adapter la phrase selon le nombre d'enfants
Liste des membres du ménage + ""une autre personne"""
toddlerDaycareDropoffMode,Radio,TRUE,omissions,,omissions.toddlerDaycareDropoffMode,Par quel moyen de transport?,What mode of transportation was used?,,,,,toddlerDaycareConditional,,toddlerDaycareMode,,,,TRUE,,,,,
toddlerDaycarePickup,Checkbox,TRUE,omissions,,omissions.toddlerDaycarePickup,Qui est allé chercher vos enfants à leur lieu de garde?,Who picked up your children from their childcare center?,"Qui est allé chercher {{childname}} ($t(survey:age, {""count"": {{age}} })) à son lieu de garde?","Who picked up {{childname}} ($t(survey:age, {""count"": {{age}} })) at the childcare center",customLabels={{toddlerDaycarePickupCustomLabel}},,toddlerDaycareConditional,,person14PlusAndOtherCustomChoices,,,,TRUE,,,,,"Adapter la phrase selon le nombre d'enfants
Liste des membres du ménage + ""une autre personne"""
toddlerDaycarePickupMode,Radio,TRUE,omissions,,omissions.toddlerDaycarePickupMode,Par quel moyen de transport?,What mode of transportation was used?,,,,,toddlerDaycareConditional,,toddlerDaycareMode,,,,TRUE,,,,,
hasOmittedTrips,Radio,TRUE,omissions,,omissions.hasOmittedTrips,"Avez-vous effectué au moins un déplacement le {{assignedDate}} que vous n'auriez pas rapporté?
__Par exemple, une marche au dépanneur, un café ou un souper avec amis, ou une balade santé avec le chien.
Vous n’aurez pas à revenir en arrière. Nos voulons juste savoir à quelle fréquence des déplacements sont omis.
Cette question n’est posée qu’à une seule personne du ménage dans l’objectif d’améliorer notre compréhension des limites des données.__","Did you make at least one trip on {{assignedDate}} that you did not report?
__For example, a walk to the convenience store, going out for coffee or dinner with friends, or a stroll with the dog.
You will not need to go back and update anything. We just want to know how often trips are missed.
This question is only asked to one person in the household in order to improve our understanding of the limitations of the data.__",,,customLabels={{hasOmittedTripsCustomLabel}},,hasOmittedTripsConditional,,yesNo,,,,TRUE,,,,,
hasOmittedTripsIntro,InfoText,TRUE,omissions,,omissions.hasOmittedTripsIntro,"__Cocher toutes les **activités** de déplacements associés avec vos déplacements non-rapportés, ainsi que les **modes** utilisés pour les effectuer.__","__Check all the **activities** for your unreported trips, as well as the **modes of transportation** used to make them.__",,,,,hasOmittedTripsSpecifyConditional,,,,,,TRUE,,,,,
hasOmittedTripsActivity,Checkbox,TRUE,omissions,,omissions.hasOmittedTripsActivity,Activités,Activities,,,,,hasOmittedTripsSpecifyConditional,,hasOmittedTripsActivities,,,,TRUE,,,,,
